customer_id,transaction_id,transaction_date,product_type,transaction_amount,transaction_type,channel,risk_score,customer_segment
CUST_0079,TRANS_00064,2024-04-10 06:54:59.326808,Credit Card,2437.58,Approval,Customer Support,0.52,New Customer
CUST_0177,TRANS_00065,2024-08-14 06:54:59.326811,Credit Card,3907.62,Follow-Up,Online,0.98,New Customer
CUST_0589,TRANS_00066,2023-11-19 06:54:59.326814,Mortgage,673.88,Inquiry,Customer Support,0.38,Loyal
CUST_0841,TRANS_00067,2024-04-13 06:54:59.326817,Mortgage,2847.05,Approval,Customer Support,0.0,New Customer
CUST_0851,TRANS_00068,2024-10-05 06:54:59.326819,Personal Loan,1449.9,Follow-Up,Online,1.0,New Customer
CUST_0174,TRANS_00069,2024-06-18 06:54:59.326822,Credit Card,1837.11,Follow-Up,Online,0.38,Returning
CUST_0324,TRANS_00070,2024-07-13 06:54:59.326825,Credit Card,27.16,Application,Customer Support,0.59,Returning
CUST_0966,TRANS_00071,2024-08-24 06:54:59.326828,Credit Card,3714.8,Approval,Mobile App,0.87,Returning
CUST_0637,TRANS_00072,2023-11-30 06:54:59.326830,Credit Card,1504.47,Application,Mobile App,0.57,Returning
CUST_0165,TRANS_00073,2024-07-22 06:54:59.326833,Personal Loan,1698.54,Inquiry,Mobile App,0.61,Loyal
CUST_0628,TRANS_00074,2023-11-09 06:54:59.326836,Credit Card,3402.45,Inquiry,Online,0.33,Returning
CUST_0422,TRANS_00075,2024-03-18 06:54:59.326839,Credit Card,1665.15,Inquiry,Online,0.43,New Customer
CUST_0918,TRANS_00076,2024-08-05 06:54:59.326842,Personal Loan,987.09,Application,Mobile App,0.13,Loyal
CUST_0847,TRANS_00077,2024-02-26 06:54:59.326844,Mortgage,4729.85,Approval,Mobile App,0.44,Loyal
CUST_0841,TRANS_00078,2023-11-26 06:54:59.326848,Credit Card,863.41,Approval,Customer Support,0.51,Loyal
CUST_0370,TRANS_00079,2024-07-15 06:54:59.326850,Personal Loan,4406.33,Follow-Up,Mobile App,0.77,Loyal
CUST_0657,TRANS_00080,2024-10-17 06:54:59.326853,Mortgage,2667.25,Application,Mobile App,0.39,Returning
CUST_0632,TRANS_00081,2024-07-23 06:54:59.326856,Credit Card,3881.1,Inquiry,Customer Support,0.15,Loyal
CUST_0433,TRANS_00082,2023-12-08 06:54:59.326859,Personal Loan,4395.79,Application,Online,0.34,New Customer
CUST_0680,TRANS_00083,2024-10-20 06:54:59.326862,Credit Card,3141.74,Inquiry,Online,0.06,New Customer
CUST_0428,TRANS_00084,2024-06-20 06:54:59.326865,Personal Loan,2685.65,Follow-Up,Customer Support,0.72,New Customer
CUST_0298,TRANS_00085,2024-10-17 06:54:59.326867,Credit Card,1826.81,Application,Online,0.18,Returning
CUST_0212,TRANS_00086,2024-01-28 06:54:59.326870,Credit Card,584.3,Inquiry,Customer Support,0.24,New Customer
CUST_0415,TRANS_00087,2024-10-12 06:54:59.326873,Credit Card,3669.84,Inquiry,Online,0.87,Returning
CUST_0418,TRANS_00088,2024-05-04 06:54:59.326876,Personal Loan,1941.7,Application,Customer Support,0.32,Returning
CUST_0600,TRANS_00089,2024-01-25 06:54:59.326878,Personal Loan,668.88,Inquiry,Customer Support,0.59,Loyal
CUST_0427,TRANS_00090,2024-07-30 06:54:59.326881,Mortgage,2773.17,Application,Online,0.57,New Customer
CUST_0513,TRANS_00091,2023-11-23 06:54:59.326884,Credit Card,220.5,Follow-Up,Customer Support,0.27,Returning
CUST_0721,TRANS_00092,2024-03-23 06:54:59.326887,Personal Loan,374.14,Approval,Online,0.26,New Customer
CUST_0961,TRANS_00093,2024-02-15 06:54:59.326890,Personal Loan,4748.5,Follow-Up,Mobile App,0.94,New Customer
CUST_0230,TRANS_00094,2024-07-22 06:54:59.326893,Credit Card,353.76,Application,Online,0.47,Loyal
CUST_0742,TRANS_00095,2023-11-18 06:54:59.326896,Mortgage,4694.95,Inquiry,Customer Support,0.22,New Customer
CUST_0472,TRANS_00096,2024-09-10 06:54:59.326901,Mortgage,1726.89,Application,Mobile App,0.75,Returning
CUST_0088,TRANS_00097,2024-05-10 06:54:59.326904,Credit Card,2656.42,Inquiry,Online,0.98,Returning
CUST_0011,TRANS_00098,2024-06-15 06:54:59.326906,Credit Card,3619.07,Application,Customer Support,0.55,Returning
CUST_0702,TRANS_00099,2024-07-26 06:54:59.326909,Mortgage,2302.27,Application,Online,0.31,Loyal
CUST_0701,TRANS_00100,2024-07-08 06:54:59.326912,Credit Card,3938.89,Inquiry,Customer Support,0.83,New Customer
CUST_0607,TRANS_00101,2024-08-12 06:54:59.326915,Mortgage,3942.61,Approval,Online,0.18,Loyal
CUST_0488,TRANS_00102,2024-09-18 06:54:59.326917,Personal Loan,4230.3,Approval,Online,0.38,Loyal
CUST_0540,TRANS_00103,2024-04-09 06:54:59.326920,Credit Card,117.41,Approval,Online,0.3,Loyal
CUST_0037,TRANS_00104,2024-05-09 06:54:59.326922,Personal Loan,3724.55,Application,Customer Support,0.52,Returning
CUST_0333,TRANS_00105,2024-01-14 06:54:59.326925,Personal Loan,2126.08,Inquiry,Customer Support,0.88,New Customer
CUST_0345,TRANS_00106,2024-03-16 06:54:59.326928,Mortgage,2327.11,Follow-Up,Mobile App,0.28,Returning
CUST_0796,TRANS_00107,2024-06-01 06:54:59.326931,Mortgage,2755.9,Approval,Online,0.04,New Customer
CUST_0800,TRANS_00108,2024-06-10 06:54:59.326934,Mortgage,1352.74,Follow-Up,Online,0.13,New Customer
CUST_0931,TRANS_00109,2024-08-23 06:54:59.326937,Personal Loan,3958.35,Application,Mobile App,0.75,Loyal
CUST_0333,TRANS_00110,2024-10-07 06:54:59.326941,Mortgage,4927.94,Application,Mobile App,0.4,Returning
CUST_0496,TRANS_00111,2023-12-09 06:54:59.326944,Personal Loan,1002.78,Follow-Up,Mobile App,0.48,New Customer
CUST_0650,TRANS_00112,2024-01-16 06:54:59.326947,Credit Card,4810.27,Inquiry,Online,0.93,New Customer
CUST_0734,TRANS_00113,2023-12-15 06:54:59.326950,Personal Loan,3653.22,Application,Online,0.61,Loyal
CUST_0589,TRANS_00114,2023-11-19 06:54:59.326953,Credit Card,1803.1,Approval,Mobile App,0.43,Returning
CUST_0780,TRANS_00115,2023-12-11 06:54:59.326956,Credit Card,2625.31,Inquiry,Online,0.13,Returning
CUST_0918,TRANS_00116,2024-11-02 06:54:59.326958,Credit Card,457.27,Inquiry,Customer Support,0.54,Loyal
CUST_0290,TRANS_00117,2024-02-07 06:54:59.326961,Credit Card,2036.37,Application,Customer Support,0.01,Loyal
CUST_0781,TRANS_00118,2023-12-27 06:54:59.326964,Personal Loan,4900.7,Approval,Customer Support,0.31,New Customer
CUST_0589,TRANS_00119,2024-10-05 06:54:59.326967,Mortgage,2636.58,Approval,Mobile App,0.71,Returning
CUST_0889,TRANS_00120,2024-04-04 06:54:59.326969,Personal Loan,1491.68,Inquiry,Customer Support,0.11,New Customer
CUST_0897,TRANS_00121,2024-04-30 06:54:59.326972,Credit Card,1710.99,Follow-Up,Customer Support,0.09,New Customer
CUST_0543,TRANS_00122,2024-03-19 06:54:59.326974,Mortgage,4910.21,Inquiry,Mobile App,0.57,Loyal
CUST_0074,TRANS_00123,2023-11-21 06:54:59.326977,Credit Card,4768.43,Follow-Up,Online,0.73,New Customer
CUST_0063,TRANS_00124,2024-10-09 06:54:59.326980,Credit Card,113.05,Inquiry,Online,0.08,New Customer
CUST_0848,TRANS_00125,2024-04-05 06:54:59.326983,Mortgage,3361.19,Approval,Online,0.73,Loyal
CUST_0069,TRANS_00126,2024-06-10 06:54:59.326986,Credit Card,867.51,Approval,Online,0.87,Loyal
CUST_0719,TRANS_00127,2024-04-17 06:54:59.326988,Mortgage,656.67,Follow-Up,Online,0.28,Returning
CUST_0303,TRANS_00128,2024-08-11 06:54:59.326991,Personal Loan,3483.17,Approval,Customer Support,0.04,New Customer
CUST_0848,TRANS_00129,2024-08-02 06:54:59.326993,Credit Card,2776.6,Follow-Up,Mobile App,0.23,New Customer
CUST_0189,TRANS_00130,2024-03-21 06:54:59.326996,Credit Card,1326.28,Application,Mobile App,0.95,New Customer
CUST_0910,TRANS_00131,2024-10-20 06:54:59.326999,Mortgage,2931.51,Inquiry,Online,0.28,Returning
CUST_0280,TRANS_00132,2024-09-14 06:54:59.327002,Personal Loan,3140.39,Application,Online,0.99,Loyal
CUST_0762,TRANS_00133,2023-11-18 06:54:59.327005,Credit Card,1220.77,Application,Customer Support,0.27,New Customer
CUST_0250,TRANS_00134,2024-09-01 06:54:59.327008,Personal Loan,1587.85,Approval,Mobile App,0.75,Returning
CUST_0683,TRANS_00135,2023-12-20 06:54:59.327011,Personal Loan,3271.15,Application,Online,0.31,New Customer
CUST_0090,TRANS_00136,2024-01-28 06:54:59.327013,Credit Card,1414.07,Inquiry,Online,0.92,New Customer
CUST_0098,TRANS_00137,2024-06-15 06:54:59.327016,Mortgage,4768.43,Approval,Mobile App,0.47,Loyal
CUST_0965,TRANS_00138,2024-02-27 06:54:59.327019,Mortgage,2005.68,Approval,Customer Support,0.27,Returning
CUST_0585,TRANS_00139,2024-01-12 06:54:59.327022,Personal Loan,3421.26,Application,Customer Support,0.1,Loyal
CUST_0195,TRANS_00140,2024-05-12 06:54:59.327025,Personal Loan,4194.98,Inquiry,Online,0.25,New Customer
CUST_0035,TRANS_00141,2024-03-23 06:54:59.327028,Personal Loan,2291.48,Inquiry,Customer Support,0.4,New Customer
CUST_0311,TRANS_00142,2024-06-04 06:54:59.327030,Mortgage,1784.55,Approval,Customer Support,0.82,New Customer
CUST_0448,TRANS_00143,2024-10-01 06:54:59.327033,Personal Loan,4202.57,Approval,Customer Support,0.93,Returning
CUST_0263,TRANS_00144,2023-11-25 06:54:59.327036,Credit Card,421.08,Inquiry,Customer Support,0.63,Loyal
CUST_0087,TRANS_00145,2024-07-17 06:54:59.327038,Mortgage,3933.05,Inquiry,Online,0.25,New Customer
CUST_0523,TRANS_00146,2024-01-19 06:54:59.327041,Mortgage,3335.16,Application,Online,0.56,Returning
CUST_0623,TRANS_00147,2023-11-13 06:54:59.327044,Personal Loan,973.62,Inquiry,Online,0.4,Loyal
CUST_0967,TRANS_00148,2024-01-21 06:54:59.327047,Personal Loan,2791.28,Approval,Mobile App,0.27,Loyal
CUST_0034,TRANS_00149,2024-02-03 06:54:59.327050,Mortgage,3620.11,Application,Customer Support,0.47,Loyal
CUST_0020,TRANS_00150,2024-04-28 06:54:59.327054,Credit Card,4261.82,Inquiry,Online,0.99,Loyal
CUST_0755,TRANS_00151,2024-04-25 06:54:59.327057,Mortgage,3163.14,Application,Customer Support,0.45,New Customer
CUST_0133,TRANS_00152,2024-05-21 06:54:59.327060,Mortgage,3146.77,Inquiry,Mobile App,0.11,Returning
CUST_0683,TRANS_00153,2024-06-21 06:54:59.327063,Personal Loan,4766.73,Follow-Up,Customer Support,0.02,Returning
CUST_0240,TRANS_00154,2023-12-02 06:54:59.327065,Personal Loan,547.74,Application,Customer Support,0.39,Returning
CUST_0087,TRANS_00155,2024-04-19 06:54:59.327068,Credit Card,282.55,Inquiry,Mobile App,0.61,Loyal
CUST_0436,TRANS_00156,2024-08-28 06:54:59.327070,Personal Loan,2403.23,Approval,Customer Support,0.15,New Customer
CUST_0135,TRANS_00157,2024-04-12 06:54:59.327073,Credit Card,2401.95,Follow-Up,Customer Support,0.88,Loyal
CUST_0724,TRANS_00158,2024-03-17 06:54:59.327075,Credit Card,606.5,Approval,Online,0.44,Returning
CUST_0792,TRANS_00159,2024-04-19 06:54:59.327078,Personal Loan,2792.21,Application,Online,0.2,Loyal
CUST_0607,TRANS_00160,2023-11-22 06:54:59.327081,Personal Loan,1980.88,Approval,Customer Support,0.75,Loyal
CUST_0763,TRANS_00161,2024-06-12 06:54:59.327083,Personal Loan,1360.39,Inquiry,Online,0.77,New Customer
CUST_0624,TRANS_00162,2024-07-04 06:54:59.327086,Mortgage,4907.48,Approval,Mobile App,0.3,Loyal
CUST_0931,TRANS_00163,2023-12-03 06:54:59.327089,Credit Card,393.65,Inquiry,Mobile App,0.94,Returning
CUST_0879,TRANS_00164,2024-05-31 06:54:59.327091,Personal Loan,2105.03,Approval,Mobile App,0.96,Returning
CUST_0360,TRANS_00165,2024-07-29 06:54:59.327094,Credit Card,2820.22,Approval,Mobile App,0.66,New Customer
CUST_0079,TRANS_00166,2023-11-11 06:54:59.327097,Personal Loan,3952.05,Application,Online,0.4,New Customer
CUST_0212,TRANS_00167,2024-10-19 06:54:59.327099,Mortgage,4207.04,Application,Online,0.92,Loyal
CUST_0807,TRANS_00168,2024-08-14 06:54:59.327102,Mortgage,443.83,Application,Mobile App,0.76,Returning
CUST_0978,TRANS_00169,2024-10-28 06:54:59.327105,Personal Loan,1003.74,Inquiry,Customer Support,0.59,Returning
CUST_0235,TRANS_00170,2024-05-07 06:54:59.327107,Personal Loan,2891.01,Approval,Online,0.69,Loyal
CUST_0485,TRANS_00171,2024-04-26 06:54:59.327110,Mortgage,2801.76,Inquiry,Mobile App,0.62,Loyal
CUST_0799,TRANS_00172,2024-01-29 06:54:59.327113,Credit Card,2092.79,Application,Online,0.92,Loyal
CUST_0581,TRANS_00173,2024-08-21 06:54:59.327116,Credit Card,442.47,Approval,Mobile App,0.63,Loyal
CUST_0960,TRANS_00174,2023-12-09 06:54:59.327120,Credit Card,2736.98,Inquiry,Online,0.85,Returning
CUST_0094,TRANS_00175,2024-07-19 06:54:59.327122,Credit Card,3956.49,Approval,Mobile App,0.92,Loyal
CUST_0893,TRANS_00176,2024-02-07 06:54:59.327125,Credit Card,143.35,Follow-Up,Online,0.4,Returning
CUST_0826,TRANS_00177,2023-12-16 06:54:59.327128,Personal Loan,529.08,Follow-Up,Mobile App,0.79,Loyal
CUST_0536,TRANS_00178,2024-04-16 06:54:59.327131,Credit Card,1287.39,Application,Customer Support,0.77,New Customer
CUST_0229,TRANS_00179,2024-08-02 06:54:59.327134,Personal Loan,4504.44,Follow-Up,Customer Support,0.27,New Customer
CUST_0880,TRANS_00180,2024-10-30 06:54:59.327136,Credit Card,4892.24,Approval,Online,0.43,Loyal
CUST_0974,TRANS_00181,2024-09-13 06:54:59.327139,Credit Card,828.08,Approval,Online,0.69,Loyal
CUST_0521,TRANS_00182,2024-09-18 06:54:59.327141,Mortgage,4979.84,Approval,Online,0.44,New Customer
CUST_0475,TRANS_00183,2023-11-09 06:54:59.327144,Personal Loan,750.77,Follow-Up,Customer Support,0.11,Returning
CUST_0897,TRANS_00184,2023-11-12 06:54:59.327147,Personal Loan,95.25,Application,Customer Support,0.75,Loyal
CUST_0162,TRANS_00185,2024-07-29 06:54:59.327150,Personal Loan,4986.12,Approval,Mobile App,0.65,New Customer
CUST_0469,TRANS_00186,2024-09-06 06:54:59.327153,Credit Card,383.57,Application,Customer Support,0.23,Loyal
CUST_0618,TRANS_00187,2024-10-07 06:54:59.327156,Personal Loan,1950.31,Approval,Online,0.29,New Customer
CUST_0384,TRANS_00188,2024-04-09 06:54:59.327158,Personal Loan,3313.98,Follow-Up,Mobile App,0.07,Returning
CUST_0256,TRANS_00189,2024-06-25 06:54:59.327161,Credit Card,3687.78,Inquiry,Online,0.18,Returning
CUST_0143,TRANS_00190,2024-01-06 06:54:59.327164,Personal Loan,3785.5,Inquiry,Online,0.34,Loyal
CUST_0116,TRANS_00191,2024-01-07 06:54:59.327166,Mortgage,1137.32,Application,Customer Support,0.03,Returning
CUST_0313,TRANS_00192,2024-08-27 06:54:59.327170,Mortgage,2846.78,Follow-Up,Mobile App,0.74,Returning
CUST_0498,TRANS_00193,2024-08-27 06:54:59.327172,Credit Card,3829.83,Inquiry,Online,0.13,Loyal
CUST_0908,TRANS_00194,2024-09-01 06:54:59.327175,Personal Loan,4588.75,Approval,Customer Support,0.8,Loyal
CUST_0517,TRANS_00195,2024-01-07 06:54:59.327178,Credit Card,3793.46,Approval,Mobile App,0.46,Returning
CUST_0682,TRANS_00196,2024-07-11 06:54:59.327180,Personal Loan,1396.95,Approval,Online,0.06,New Customer
CUST_0729,TRANS_00197,2024-05-08 06:54:59.327183,Personal Loan,1737.61,Follow-Up,Online,0.85,New Customer
CUST_0061,TRANS_00198,2024-03-11 06:54:59.327186,Credit Card,4266.86,Follow-Up,Customer Support,0.31,Returning
CUST_0922,TRANS_00199,2024-01-04 06:54:59.327189,Credit Card,2971.66,Approval,Online,0.32,New Customer
CUST_0413,TRANS_00200,2024-01-30 06:54:59.327192,Personal Loan,1077.64,Follow-Up,Online,0.01,Loyal
CUST_0223,TRANS_00201,2024-03-22 06:54:59.327195,Credit Card,2253.4,Inquiry,Mobile App,0.94,Returning
CUST_0443,TRANS_00202,2024-05-10 06:54:59.327199,Personal Loan,3684.88,Approval,Mobile App,0.76,Loyal
CUST_0845,TRANS_00203,2024-03-20 06:54:59.327202,Mortgage,626.09,Inquiry,Online,0.97,Loyal
CUST_0935,TRANS_00204,2024-04-30 06:54:59.327204,Credit Card,1230.87,Follow-Up,Customer Support,0.23,Returning
CUST_0465,TRANS_00205,2024-08-27 06:54:59.327207,Credit Card,1664.93,Follow-Up,Customer Support,0.36,Loyal
CUST_0602,TRANS_00206,2023-12-05 06:54:59.327209,Personal Loan,2615.98,Approval,Online,0.31,Returning
CUST_0129,TRANS_00207,2024-06-14 06:54:59.327212,Mortgage,3395.72,Approval,Online,0.02,Returning
CUST_0803,TRANS_00208,2024-07-09 06:54:59.327215,Credit Card,997.7,Inquiry,Customer Support,0.78,Returning
CUST_0770,TRANS_00209,2024-04-30 06:54:59.327218,Personal Loan,1543.97,Application,Mobile App,0.13,Returning
CUST_0840,TRANS_00210,2024-02-22 06:54:59.327221,Credit Card,319.64,Inquiry,Customer Support,0.41,Returning
CUST_0396,TRANS_00211,2024-10-31 06:54:59.327223,Personal Loan,2698.49,Application,Customer Support,0.61,Loyal
CUST_0041,TRANS_00212,2023-12-14 06:54:59.327226,Credit Card,4065.86,Inquiry,Mobile App,0.59,Returning
CUST_0574,TRANS_00213,2024-03-10 06:54:59.327229,Mortgage,4364.2,Follow-Up,Mobile App,0.67,Loyal
CUST_0805,TRANS_00214,2024-07-19 06:54:59.327232,Credit Card,2738.93,Inquiry,Mobile App,0.99,Returning
CUST_0004,TRANS_00215,2024-08-10 06:54:59.327234,Credit Card,925.55,Application,Customer Support,0.42,Returning
CUST_0516,TRANS_00216,2023-12-27 06:54:59.327237,Personal Loan,3403.59,Inquiry,Mobile App,0.91,New Customer
CUST_0254,TRANS_00217,2024-04-14 06:54:59.327240,Credit Card,4062.49,Inquiry,Online,0.58,Returning
CUST_0548,TRANS_00218,2024-09-17 06:54:59.327242,Mortgage,2238.22,Approval,Customer Support,0.79,New Customer
CUST_0594,TRANS_00219,2023-11-15 06:54:59.327245,Mortgage,3230.43,Follow-Up,Customer Support,0.91,Returning
CUST_0375,TRANS_00220,2024-02-03 06:54:59.327248,Mortgage,3873.22,Follow-Up,Mobile App,0.93,New Customer
CUST_0032,TRANS_00221,2024-10-18 06:54:59.327251,Mortgage,4557.32,Application,Customer Support,0.95,Returning
CUST_0796,TRANS_00222,2024-01-03 06:54:59.327254,Personal Loan,4679.27,Approval,Online,0.35,New Customer
CUST_0135,TRANS_00223,2024-09-29 06:54:59.327257,Personal Loan,1868.99,Application,Customer Support,0.99,Returning
CUST_0092,TRANS_00224,2024-09-15 06:54:59.327259,Mortgage,472.66,Approval,Online,0.99,New Customer
CUST_0538,TRANS_00225,2024-06-13 06:54:59.327262,Personal Loan,183.41,Application,Customer Support,0.84,Loyal
CUST_0109,TRANS_00226,2024-05-16 06:54:59.327265,Mortgage,4740.65,Inquiry,Online,0.9,Returning
CUST_0226,TRANS_00227,2024-01-27 06:54:59.327268,Credit Card,507.69,Application,Customer Support,0.47,Returning
CUST_0720,TRANS_00228,2024-05-12 06:54:59.327271,Mortgage,4960.61,Inquiry,Mobile App,0.28,New Customer
CUST_0722,TRANS_00229,2024-02-05 06:54:59.327273,Personal Loan,146.47,Inquiry,Customer Support,0.34,Loyal
